Fertility,Magma_Series,Al,As,Au,Ca,Co,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,P,Pb,S,Sb,Si,Te,Ti,V,W,Y,Zn
1,CA,79000,3.9,0,16800,9.8,69,9.9,28200,24600,7600,640,24700,24.8,890,11.8,200,2.82,,0,1910,72,1.2,12.5,81
1,CA,68200,3.9,0.002,27000,14.5,82,103.5,38400,17600,12400,1000,26400,49.6,850,5.7,500,1.47,,0,2160,93,0.6,12.6,87
1,CA,76900,27.5,0.012,18600,33.3,164,22,57400,15300,15000,822,21300,98.2,590,4.2,1500,1.48,,0.09,2900,151,1.4,8.6,112
1,CA,63700,4.8,0.003,36900,20.3,98,40.6,44600,12300,18100,953,23500,67.3,490,3,800,1.3,,0,2240,106,0.6,8.3,67
1,CA,71300,7,0.001,19800,19.8,90,32.6,44100,10400,16800,653,43700,28.5,1420,8.8,500,1.79,,0,1540,115,0.3,10,104
1,CA,44700,1.7,0.001,36000,11.4,86,20.7,28400,11100,15300,634,15400,35.9,420,5,400,0.85,,0,1270,60,0.3,6.1,48
1,CA,400,14.1,0.001,3700,1.2,71,5,10200,100,1500,243,200,13.5,10,0,0,0.62,,0,0,6,0.1,0.3,4
1,CA,22900,880,0.021,115000,45.9,1350,15.2,51100,6400,64300,2750,2600,596,10,0.8,200,2.42,,0.12,140,88,0.9,6.3,31
1,CA,1000,30.3,0.002,17500,2,92,10.9,10300,200,3200,339,400,49.7,0,0,100,0.88,,0,0,5,0.1,1,4
1,CA,67100,7.9,0.011,41900,41.1,11,90.8,95900,5200,23600,3000,21500,41.8,600,2.5,500,1.16,,0,10300,456,0.5,10.6,133
1,CA,71900,1.2,0.001,43900,29.7,151,18.1,50300,10700,35100,823,27000,111.5,1650,2.3,0,1.68,,0,3920,132,2.1,13.1,73
1,CA,61600,25.1,0.004,51900,32.7,7,86.2,113500,1400,22500,3650,18100,33,530,0.9,1400,1.61,,0,9220,413,0.4,9.6,118
1,CA,68600,18.6,0.003,55900,48.2,6,93.3,108000,1900,21800,2590,24200,41.8,580,0.7,1300,1.84,,0,10250,461,1.2,11.3,121
1,CA,69100,11.8,0.003,38300,45.1,7,37.3,112000,1900,29300,1850,19900,36.2,570,0.8,900,0.84,,0,9970,445,1.9,12.2,124
1,CA,8000,4.9,0.02,5700,6.5,33,22.1,19100,600,2500,1330,2700,5.5,650,1.9,700,0.86,,0,1220,53,0.4,10.9,21
1,CA,61200,33.6,0.004,50300,42.7,7,78.4,133000,1000,30000,3490,8500,43.8,570,11,2300,1,,0,8880,410,2,11.4,150
1,CA,79600,34.3,0.001,42500,65,8,14.8,170000,800,43700,1330,10000,63.2,660,4.5,6700,0.58,,0,9250,558,1.9,12.6,169
1,CA,39000,14.2,0.002,89400,33.1,13,69.2,100500,500,19700,3280,3900,47.8,360,3.9,2500,1.23,,0,5700,284,0.6,48.8,110
1,CA,60900,17.9,0.004,52400,37,7,88.8,102000,2100,26400,2990,15500,32.3,490,1.8,400,1.37,,0,8740,407,4,9.2,118
1,CA,68000,14.6,0.001,47800,60.2,6,89,87900,5200,21300,2760,26700,67.9,590,1.4,1000,0.94,,0,10250,438,1.5,9.5,125
1,CA,8800,8.4,0.003,259000,32.1,556,17.2,19100,200,13200,2890,600,362,80,0,0,0.11,,0,300,38,0.3,6.8,22
1,CA,68400,5.8,0.002,40800,53.8,8,91.5,109000,3200,22900,2700,22400,67.9,590,0.8,900,0.96,,0,10000,464,1.3,9.9,150
1,CA,80800,5.1,0,46500,33.6,192,19.9,54900,27900,37600,837,21900,146,1830,3,0,1.8,,0,4370,161,11,14.7,80
1,CA,64700,6.2,0.007,42600,38.8,7,84.1,112000,4100,18700,3090,17000,42.5,550,1.7,1800,0.57,,0,9020,423,1.2,10,109
1,CA,60000,5.3,0.002,49400,37.9,6,92.6,115500,1700,29800,2270,12500,28,530,5,6200,0.99,,0,8300,404,1.4,13.2,134
1,CA,66900,9.3,0,44000,32,146,50.3,63700,1100,71100,1160,18900,35.5,3260,4.4,100,0.43,,0,1220,177,0.6,16.4,102
1,CA,18700,207,0,42000,36.9,821,27.2,34400,0,48000,847,100,516,40,1.8,100,7.18,,0,230,77,2.3,2.5,44
1,CA,25300,61,0.003,143000,47.2,723,36,51600,900,40600,2290,8000,592,160,0.7,1400,0.46,,0,1240,128,0.5,8.3,46
1,CA,83200,58.7,0.007,60500,66.6,14,1.8,171000,600,41400,1830,12400,63.9,750,2.6,100,0.51,,0,9830,583,6.5,13.1,172
1,CA,41000,126,0.011,71900,132.5,2580,105,120500,300,38700,4170,400,1300,90,1.3,2800,0.75,,0,1270,173,0.7,4.8,127
1,CA,65200,15.4,0.003,66700,48.7,27,86.1,113500,3900,17500,3760,19700,81.8,610,1.7,1800,0.48,,0,9930,423,1.8,9.4,131
1,CA,30200,398,0.016,93200,68.4,1340,25.6,65100,3100,64300,1960,4600,741,40,0,400,65.6,,0.05,600,128,0.4,5.1,63
1,CA,25700,548,0.006,59400,84.4,1420,58.3,61400,200,101000,850,200,1215,40,0,100,24.2,,0,230,111,0.3,2.8,54
1,CA,27900,1330,0.038,104000,101,1810,9.4,64200,13100,69100,2720,3700,892,20,0.6,1400,22.3,,0.08,460,118,1.5,6.1,36
1,CA,30200,1390,0.017,132000,135,1580,7.3,60900,13500,63000,3010,3800,912,250,0.6,1300,11.3,,0.09,560,118,1.6,7.9,34
1,CA,19600,1150,0.008,63800,64.5,1680,25.7,61200,7500,104500,1080,300,986,30,1.2,200,22.1,,0.15,320,76,1.9,3.2,48
1,CA,30200,268,0.016,80000,107,1870,49.3,152000,300,37600,7240,0,1270,50,3.8,7000,0.66,,0.11,1430,126,1.6,5.4,79
1,CA,23100,1105,0.177,119500,98.5,3920,32.3,60600,5700,74100,2100,200,726,120,0.7,2000,3.39,,0.05,320,110,1.5,4,93
1,CA,51200,104.5,0,68700,145,2470,94.8,95100,700,40000,2830,5800,988,150,1.2,200,0.55,,0.07,1070,216,0.5,4,120
1,CA,38300,8.6,0.006,61100,119,2400,49.1,61900,100,45600,1730,1000,1410,110,1.2,400,3.27,,0.07,2430,164,0.2,8.9,98
1,CA,26100,644,0.018,95500,73.9,1290,35.4,53800,100,95000,1180,300,1120,70,2.3,200,11.15,,0.06,250,112,0.7,4,65
1,CA,35600,51.2,0.008,116000,71,1060,57.7,71100,12300,52600,2780,300,628,110,1.2,300,1.69,,0,730,144,1,7.1,56
1,CA,19000,78.1,0.014,135500,53.3,1210,55,41100,3800,23900,2420,1100,559,90,0.5,300,1.56,,0,220,78,1,5.1,34
1,CA,8000,978,0.169,131500,62.9,1130,15.2,38500,0,85300,1600,100,1290,10,0,0,37.5,,0.17,180,35,1.2,4.1,14
1,CA,31300,725,1.955,94300,68.5,1500,111.5,91600,10600,34200,5020,8800,559,70,1.1,14400,13.9,,0.13,480,125,2.9,4.6,34
1,CA,20100,899,0.017,142000,58.4,1330,5.4,52100,6800,76300,2040,2800,754,20,0.9,100,12.45,,0.08,190,86,1.3,5.4,33
1,CA,25600,400,0.044,104500,72.7,1470,38.6,63700,200,89400,1460,100,1040,110,1,0,3.87,,0.07,480,113,1.2,4.6,71
1,CA,14600,909,0.017,109000,73.7,2190,10.1,53300,0,129000,1360,100,1385,10,0.8,500,29.2,,0.2,240,65,1.4,2.7,49
1,CA,66900,66.7,0.038,34700,33.3,17,45.1,82400,8600,18700,1880,23400,30.1,730,0.9,400,1.33,,0,3480,299,3.9,10.6,181
0,CA,67200,54.2,0.001,37300,42.3,23,85.8,68200,2100,26600,2020,23900,61.1,470,0.7,100,0.81,,0,6120,476,0.9,9.1,164
0,CA,68500,72.1,0.004,30900,36.3,8,57,66100,5000,18100,1590,32400,54.8,620,0.6,1000,1.06,,0,4450,390,2.8,8.5,152
0,CA,73900,32.7,0,37100,47.9,9,128.5,91100,3400,20100,2080,25400,121,630,0.9,1600,0.36,,0,4280,445,1.7,10.4,152
0,CA,62300,1.8,0,47600,42.1,7,90.1,118500,600,29600,2030,11200,32.5,480,0.9,1000,0.54,,0,8460,415,2.3,11.2,151
0,CA,72600,5.7,0.001,9100,44.4,7,80.4,74400,500,32500,1060,28300,77.8,630,1,1500,0.57,,0,6010,485,1.4,12.3,94
0,CA,71300,5.5,0.001,39300,43.6,9,119,99200,1500,33400,1480,18600,54.6,600,1.2,2300,0.9,,0,5110,456,2,6.4,138
0,CA,53800,11.9,0,91800,45.2,136,72,79300,100,52700,2000,6700,216,530,0.8,400,0.57,,0,6750,334,0.6,9.6,119
0,CA,43800,105.5,0.048,78900,51.4,707,38.9,67100,300,44000,2440,25300,521,360,0.7,1500,15,,0,3410,189,1.4,6.5,64
0,CA,47100,160,0.001,63800,67.8,654,78.2,75200,0,91200,1380,100,742,380,1,100,2.86,,0,1980,275,1.4,7.6,106
1,CA,41200,96.4,0,78000,73.9,932,70.1,65800,1700,51800,2200,15300,876,270,0.6,2000,2.52,,0,3060,188,0.5,7.5,83
1,CA,76900,38.7,0.001,36400,48.4,21,108.5,70700,6800,20600,2510,29000,89,590,1.9,1800,0.42,,0.05,3330,469,0.9,10.1,231
1,CA,61300,47.2,0.007,54000,42.5,7,89.6,109000,13600,26700,1700,4500,32.7,500,1.6,900,1.24,,0,7250,396,9.7,7.3,145
1,CA,17300,102.5,0.004,106500,50.2,882,19.9,50100,4600,54600,2200,2200,733,130,0,800,262,,0.05,230,75,0.4,4.7,63
1,CA,30000,137.5,0.011,120500,50.4,1310,16.8,51200,2700,60200,3610,15700,462,110,0.5,200,12.35,,0,440,105,1.2,4.9,51
1,CA,14400,246,0.009,111000,62.7,1080,15.4,47300,100,76700,1780,100,1145,40,1.2,300,2.96,,0,440,65,1.7,2.2,53
1,CA,44900,7.7,0.006,91000,173.5,2600,92.9,77100,7800,36400,4070,21500,1520,120,1.9,1100,0.46,,0,2840,191,0.3,12.7,105
0,CA,61900,360,0.007,45300,89.8,14,88.3,90200,5400,17800,1880,24300,328,560,2.7,12700,44.7,,0.06,8530,434,12.2,10.3,116
0,CA,33600,260,0.005,73100,145.5,2130,100,132500,100,36800,5180,100,1080,180,1.5,5700,1.86,,0.07,500,141,0.6,4.2,97
0,CA,71600,57.7,0.003,36300,45.1,19,94.5,72900,4300,18100,2060,28200,69.3,650,0.8,1700,1.6,,0,7060,456,2.6,10.5,230
1,CA,68300,69.3,0.004,11800,35.8,21,1125,83100,300,41800,581,19500,67.1,470,1.7,1100,0.67,,0,7100,536,3.7,30.9,109
1,CA,53300,46.4,0.005,38000,31.1,8,57.5,53800,3400,13800,1350,21300,27.1,570,1.3,500,1.34,,0,4960,279,26.6,9.3,118
1,CA,71500,43.6,0.004,36600,50.3,14,214,104500,300,24700,1720,22500,67.6,530,1.7,4000,1.41,,0,4680,521,0.3,9,156
1,CA,37600,3.1,0.002,17100,115,2250,63.3,89600,100,135000,787,200,1670,110,1.2,900,0.55,,0,2410,161,0,6.4,92
1,CA,62200,5.4,0.002,66300,107.5,1020,56.7,63600,4100,41800,1720,32400,1200,200,1.1,2400,5.44,,0.06,3800,227,0.5,11.2,70
1,CA,37000,368,0.016,76900,116.5,1970,114,73200,0,95000,1620,100,1515,120,1.1,100,5.4,,0,500,148,0.7,4.9,84
1,CA,28400,85.2,0.306,85700,80.1,1750,41.8,66200,100,75700,2170,500,985,90,0.6,0,26.8,,0.08,390,127,1.7,5.4,71
1,CA,12900,647,0.105,138000,57.6,1200,50.4,47400,3100,75400,2120,1500,927,70,0.5,800,17.15,,0.12,250,57,0.8,3,29
1,K,23500,80.8,0.01,125500,52.9,1390,912,47000,300,29300,1530,100,556,70,6.2,900,1.29,,0,750,95,2.2,7.7,51
1,K,21100,457,0.037,146000,79.2,1490,35.5,55400,5300,69700,2620,8000,1010,80,0.5,700,47.2,,0.05,330,86,1,5.6,47
1,K,77700,75.4,0.002,25200,45.8,9,75.6,73000,3700,18200,1240,36100,55.7,670,1.5,700,2.67,,0,7770,495,1.5,12.4,133
1,K,88700,53.6,0.003,14600,49.8,22,91.9,96000,3100,22500,1460,35800,71.9,710,1.1,300,0.67,,0,4190,509,1.9,12.2,213
1,K,64100,49.3,0.016,52200,28,5,22.4,85700,500,11400,2690,28200,18.2,810,1.5,6100,1.39,,0,6040,159,2.6,15.3,142
1,K,36500,1665,1.855,121000,75.1,2450,140.5,86500,8400,57700,3280,11700,918,20,1.3,11300,3.25,,0.31,430,187,5.7,5.9,65
0,CA,26600,1485,0.05,121000,67.6,1640,26,63000,12600,52700,2940,1800,841,660,1.1,7600,5.97,,0.13,500,108,3.2,6.9,29
0,CA,31900,1870,0.163,139000,76.9,1700,5.7,64800,7800,62000,3100,12300,1050,30,0.5,4500,12.8,,0.1,380,111,2.7,6,34
0,CA,70100,122,0.006,35600,48.2,21,99.5,99800,3100,23000,1740,28300,69.1,510,0.5,800,1.23,,0,5260,434,1.7,8.5,152
0,CA,68600,120.5,0.01,52600,51.2,18,142,89300,600,25300,1870,25800,86.4,480,0.8,500,1.04,,0,5060,493,1.6,8,127
0,CA,61200,48.6,0.011,66100,36,360,89.7,55600,4500,47600,2020,24200,197.5,2290,12.7,100,59.6,,0.06,3420,147,0.9,20.9,120
0,CA,66400,92.4,0.008,39300,41.5,10,92.3,93200,1600,19700,2680,32200,45.4,580,0.7,800,3.34,,0,6790,412,3.6,9.3,121
0,CA,70600,111,0.004,27100,94.1,9,119,61500,1500,18600,1480,38100,284,620,0.9,1400,236,,0.06,9560,432,2,12.5,197
0,CA,66800,70,0.005,48600,46.4,7,91.2,78800,1100,16100,2190,31300,149,570,2.3,1700,60.9,,0.05,8750,390,2.2,10.6,131
0,CA,74500,74.1,0.005,28700,48.8,7,89.6,77200,5500,24500,1240,30500,124,650,0.8,2100,20.9,,0,6040,471,3.1,12.2,150
0,CA,71900,85.7,0.003,32500,53.8,15,113,86200,700,23200,1520,31600,112,580,3.4,2100,10.2,,0,7840,475,1.5,12.8,146
0,CA,74900,188.5,0.006,15900,56.9,11,75.3,66300,11500,19200,858,26600,145,640,2,1300,7.06,,0,4070,491,3.4,9.9,204
1,CA,38900,554,0.023,81300,118,2500,69.5,66800,8000,57900,2620,2300,1180,100,0.8,300,455,,0.06,860,165,0.8,5.2,95
1,CA,64800,171.5,0.382,71500,56.2,3580,105.5,56500,8900,43400,646,14300,856,160,1.6,1500,2.72,,0.18,2530,300,1.5,4.1,61
1,CA,95200,31.3,0.227,61300,38.3,6190,2.5,52100,21100,44500,558,24700,762,370,1.1,1000,1.41,,0.22,5380,515,2.8,11.1,63
1,CA,24000,1030,0.104,119500,72.7,1630,31.7,55600,100,103500,1500,100,897,170,3.1,2300,12.25,,0.09,530,102,1.4,4.9,57
1,CA,72000,65.5,0.003,42200,43.3,31,158,91300,2700,24000,2170,31600,58.5,560,0.8,1200,0.99,,0,7240,490,2.7,10.4,172
1,CA,69100,46,0.003,25700,44.8,23,105,94200,2000,21300,2350,30200,47.4,640,1.5,1600,1.05,,0,5920,444,2.5,12,175
1,CA,29400,322,0.003,98600,80.6,1560,56.2,64200,0,92100,1780,100,1080,30,0.5,300,11.05,,0,1350,123,0.8,5.2,57
1,CA,18300,748,0.011,147500,58.6,1450,4.5,50300,8400,70500,2560,2500,637,50,0,100,17.6,,0.09,340,86,1.2,4.6,30
1,CA,30300,723,0.166,119000,63.2,1890,25.5,96200,12900,38300,4570,700,609,100,1.9,3400,13.55,,0.21,570,127,1.9,4.2,38
1,CA,1200,10.9,0.005,900,1,55,1.9,8000,400,700,143,400,14.2,0,0,0,1.47,,0,0,3,0.1,0.2,2
1,CA,32100,2120,0.888,55200,72.6,1660,47.4,69300,13200,94900,1200,1800,949,50,1.1,3400,23.3,,0.16,670,130,2.8,2.8,62
1,CA,30600,1260,0.055,28400,88.9,1660,56.5,66600,500,112000,724,100,1340,80,1.6,100,16.65,,0.18,170,119,0.7,2.3,65
1,CA,45200,15,0.004,50900,93.5,2520,121.5,118500,8700,43800,3630,14800,1050,110,0.8,2900,1.1,,0.06,2760,192,0,7.4,94
1,CA,70600,48.1,0.005,28700,45.1,13,98.9,76800,13100,16800,1500,25600,104.5,720,2.1,2800,1.82,,0,4190,354,10.8,12.2,182
1,CA,66400,181,0.006,33600,49.9,13,100,66100,9200,14800,1780,32900,174,620,1.6,3500,7.45,,0,5690,406,8.2,10.5,184
1,CA,30800,101,0.002,109000,95.9,1600,27.4,65600,700,81000,2420,3300,1515,130,0.9,500,8.54,,0,700,124,0.5,5.6,127
1,CA,8900,1445,0.114,135500,50.6,983,5.3,41500,500,78200,1660,300,930,10,1.2,400,10.45,,0.06,140,47,1.5,3.9,34
1,CA,9400,1735,0.409,113000,49.3,1050,13.8,36500,4000,56800,1850,600,917,30,1.1,5500,6.67,,0.37,160,47,1.1,2.7,23
1,CA,20100,10000,1.275,100500,52.1,1190,7.6,61500,4100,41600,3170,8600,593,180,27.3,13500,16.2,,0.53,410,84,7.2,4.4,27
1,CA,71600,74.4,0.002,34900,42.5,13,99.5,99300,5400,15600,1960,24800,61.6,630,2,1300,1.24,,0,6620,455,3.7,11.3,202
